frequency,V(inoise),V(onoise)
1.479108388168185e+003,2.842424e-004,1.288393e-006
1.513561248436185e+003,2.776434e-004,1.289063e-006
1.548816618912458e+003,2.711913e-004,1.289744e-006
1.584893192461090e+003,2.648827e-004,1.290437e-006
1.621810097358905e+003,2.587143e-004,1.291138e-006
1.659586907437535e+003,2.526827e-004,1.291846e-006
1.698243652461718e+003,2.467848e-004,1.292556e-006
1.737800828749349e+003,2.410173e-004,1.293267e-006
1.778279410038895e+003,2.353774e-004,1.293974e-006
1.819700858609955e+003,2.298619e-004,1.294672e-006
1.862087136662839e+003,2.244679e-004,1.295356e-006
1.905460717963218e+003,2.191925e-004,1.296019e-006
1.949844599758015e+003,2.140330e-004,1.296654e-006
1.995262314968848e+003,2.089865e-004,1.297252e-006
2.041737944669497e+003,2.040504e-004,1.297804e-006
2.089296130854007e+003,1.992220e-004,1.298299e-006
2.137962089502199e+003,1.944988e-004,1.298723e-006
2.187761623949518e+003,1.898782e-004,1.299062e-006
2.238721138568305e+003,1.853577e-004,1.299298e-006
2.290867652767737e+003,1.809349e-004,1.299414e-006
2.344228815319885e+003,1.766075e-004,1.299386e-006
2.398832919019453e+003,1.723730e-004,1.299190e-006
2.454708915684992e+003,1.682293e-004,1.298799e-006
2.511886431509540e+003,1.641741e-004,1.298181e-006
2.570395782768823e+003,1.602052e-004,1.297300e-006
2.630267991895340e+003,1.563205e-004,1.296117e-006
2.691534803926873e+003,1.525178e-004,1.294588e-006
2.754228703338123e+003,1.487951e-004,1.292663e-006
2.818382931264409e+003,1.451504e-004,1.290288e-006
2.884031503126560e+003,1.415818e-004,1.287403e-006
2.951209226666339e+003,1.380871e-004,1.283941e-006
3.019951720401968e+003,1.346647e-004,1.279831e-006
3.090295432513541e+003,1.313126e-004,1.274994e-006
3.162277660168329e+003,1.280289e-004,1.269348e-006
3.235936569296231e+003,1.248119e-004,1.262804e-006
3.311311214825857e+003,1.216599e-004,1.255268e-006
3.388441561391971e+003,1.185711e-004,1.246644e-006
3.467368504525260e+003,1.155438e-004,1.236833e-006
3.548133892335697e+003,1.125765e-004,1.225738e-006
3.630780547700954e+003,1.096674e-004,1.213262e-006
3.715352290971664e+003,1.068149e-004,1.199314e-006
3.801893963205549e+003,1.040177e-004,1.183812e-006
3.890451449942742e+003,1.012741e-004,1.166685e-006
3.981071705534907e+003,9.858263e-005,1.147880e-006
4.073802778041060e+003,9.594193e-005,1.127361e-006
4.168693834703285e+003,9.335058e-005,1.105115e-006
4.265795188015855e+003,9.080721e-005,1.081158e-006
4.365158322401587e+003,8.831051e-005,1.055531e-006
4.466835921509556e+003,8.585921e-005,1.028307e-006
4.570881896148673e+003,8.345208e-005,9.995895e-007
4.677351412871903e+003,8.108793e-005,9.695081e-007
4.786300923226302e+003,7.876564e-005,9.382205e-007
4.897788193684379e+003,7.648412e-005,9.059063e-007
5.011872336272638e+003,7.424236e-005,8.727625e-007
5.128613839913562e+003,7.203938e-005,8.389981e-007
5.248074602497637e+003,6.987430e-005,8.048282e-007
5.370317963702436e+003,6.774626e-005,7.704679e-007
5.495408738576152e+003,6.565452e-005,7.361269e-007
5.623413251903396e+003,6.359840e-005,7.020042e-007
5.754399373371472e+003,6.157726e-005,6.682847e-007
5.888436553555789e+003,5.959061e-005,6.351352e-007
6.025595860743474e+003,5.763800e-005,6.027033e-007
6.165950018614716e+003,5.571910e-005,5.711153e-007
6.309573444801824e+003,5.383365e-005,5.404768e-007
6.456542290346444e+003,5.198151e-005,5.108726e-007
6.606934480075846e+003,5.016264e-005,4.823677e-007
6.760829753919701e+003,4.837709e-005,4.550094e-007
6.918309709189245e+003,4.662500e-005,4.288283e-007
7.079457843841256e+003,4.490664e-005,4.038405e-007
7.244359600749775e+003,4.322236e-005,3.800495e-007
7.413102413009045e+003,4.157260e-005,3.574480e-007
7.585775750291705e+003,3.995789e-005,3.360198e-007
7.762471166286781e+003,3.837882e-005,3.157412e-007
7.943282347242675e+003,3.683608e-005,2.965827e-007
8.128305161640849e+003,3.533038e-005,2.785102e-007
8.317637711026564e+003,3.386249e-005,2.614863e-007
8.511380382023615e+003,3.243319e-005,2.454709e-007
8.709635899560653e+003,3.104328e-005,2.304224e-007
8.912509381337299e+003,2.969353e-005,2.162985e-007
9.120108393558938e+003,2.838470e-005,2.030561e-007
9.332543007969747e+003,2.711748e-005,1.906525e-007
9.549925860214193e+003,2.589249e-005,1.790456e-007
9.772372209557936e+003,2.471029e-005,1.681937e-007
9.999999999999825e+003,2.357130e-005,1.580563e-007
1.023292992280736e+004,2.247584e-005,1.485941e-007
1.047128548050881e+004,2.142407e-005,1.397690e-007
1.071519305237588e+004,2.041604e-005,1.315441e-007
1.096478196143166e+004,1.945162e-005,1.238842e-007
1.122018454301944e+004,1.853052e-005,1.167552e-007
1.148153621496863e+004,1.765229e-005,1.101247e-007
1.174897554939509e+004,1.681633e-005,1.039615e-007
1.202264434617392e+004,1.602187e-005,9.823586e-008
1.230268770812360e+004,1.526797e-005,9.291944e-008
1.258925411794145e+004,1.455360e-005,8.798520e-008
1.288249551693111e+004,1.387753e-005,8.340738e-008
1.318256738556384e+004,1.323848e-005,7.916151e-008
1.348962882591630e+004,1.263502e-005,7.522434e-008
1.380384264602861e+004,1.206565e-005,7.157379e-008
1.412537544622729e+004,1.152882e-005,6.818897e-008
1.445439770745902e+004,1.102292e-005,6.505011e-008
1.479108388168181e+004,1.054629e-005,6.213855e-008
1.513561248436181e+004,1.009729e-005,5.943671e-008
1.548816618912454e+004,9.674266e-006,5.692806e-008
1.584893192461085e+004,9.275581e-006,5.459708e-008
1.621810097358901e+004,8.899639e-006,5.242927e-008
1.659586907437531e+004,8.544888e-006,5.041110e-008
1.698243652461714e+004,8.209833e-006,4.852996e-008
1.737800828749345e+004,7.893043e-006,4.677417e-008
1.778279410038891e+004,7.593161e-006,4.513292e-008
1.819700858609951e+004,7.308907e-006,4.359623e-008
1.862087136662834e+004,7.039080e-006,4.215494e-008
1.905460717963213e+004,6.782563e-006,4.080061e-008
1.949844599758010e+004,6.538320e-006,3.952558e-008
1.995262314968844e+004,6.305398e-006,3.832280e-008
2.041737944669493e+004,6.082922e-006,3.718590e-008
2.089296130854002e+004,5.870093e-006,3.610908e-008
2.137962089502194e+004,5.666185e-006,3.508709e-008
2.187761623949514e+004,5.470541e-006,3.411518e-008
2.238721138568300e+004,5.282566e-006,3.318907e-008
2.290867652767732e+004,5.101726e-006,3.230491e-008
2.344228815319880e+004,4.927543e-006,3.145923e-008
2.398832919019448e+004,4.759585e-006,3.064891e-008
2.454708915684986e+004,4.597470e-006,2.987116e-008
2.511886431509535e+004,4.440854e-006,2.912346e-008
2.570395782768818e+004,4.289430e-006,2.840358e-008
2.630267991895335e+004,4.142927e-006,2.770949e-008
2.691534803926867e+004,4.001099e-006,2.703940e-008
2.754228703338117e+004,3.863729e-006,2.639168e-008
2.818382931264403e+004,3.730624e-006,2.576489e-008
2.884031503126553e+004,3.601609e-006,2.515773e-008
2.951209226666332e+004,3.476525e-006,2.456903e-008
3.019951720401961e+004,3.355234e-006,2.399774e-008
3.090295432513534e+004,3.237605e-006,2.344291e-008
3.162277660168322e+004,3.123522e-006,2.290370e-008
3.235936569296224e+004,3.012879e-006,2.237933e-008
3.311311214825851e+004,2.905578e-006,2.186911e-008
3.388441561391964e+004,2.801526e-006,2.137241e-008
3.467368504525253e+004,2.700640e-006,2.088866e-008
3.548133892335689e+004,2.602838e-006,2.041732e-008
3.630780547700946e+004,2.508046e-006,1.995793e-008
3.715352290971657e+004,2.416191e-006,1.951004e-008
3.801893963205542e+004,2.327205e-006,1.907325e-008
3.890451449942734e+004,2.241020e-006,1.864718e-008
3.981071705534899e+004,2.157572e-006,1.823151e-008
4.073802778041051e+004,2.076800e-006,1.782589e-008
4.168693834703276e+004,1.998640e-006,1.743005e-008
4.265795188015846e+004,1.923033e-006,1.704370e-008
4.365158322401578e+004,1.849920e-006,1.666657e-008
4.466835921509547e+004,1.779242e-006,1.629844e-008
4.570881896148664e+004,1.710942e-006,1.593906e-008
4.677351412871894e+004,1.644961e-006,1.558823e-008
4.786300923226294e+004,1.581244e-006,1.524573e-008
4.897788193684370e+004,1.519735e-006,1.491138e-008
5.011872336272628e+004,1.460377e-006,1.458499e-008
5.128613839913552e+004,1.403115e-006,1.426638e-008
5.248074602497627e+004,1.347896e-006,1.395540e-008
5.370317963702425e+004,1.294663e-006,1.365188e-008
5.495408738576141e+004,1.243365e-006,1.335566e-008
5.623413251903383e+004,1.193947e-006,1.306662e-008
5.754399373371459e+004,1.146356e-006,1.278460e-008
5.888436553555777e+004,1.100542e-006,1.250948e-008
6.025595860743462e+004,1.056452e-006,1.224113e-008
6.165950018614703e+004,1.014037e-006,1.197944e-008
6.309573444801811e+004,9.732448e-007,1.172428e-008
6.456542290346430e+004,9.340280e-007,1.147556e-008
6.606934480075832e+004,8.963378e-007,1.123316e-008
6.760829753919687e+004,8.601268e-007,1.099699e-008
6.918309709189230e+004,8.253483e-007,1.076697e-008
7.079457843841241e+004,7.919567e-007,1.054299e-008
7.244359600749759e+004,7.599073e-007,1.032498e-008
7.413102413009030e+004,7.291562e-007,1.011286e-008
7.585775750291690e+004,6.996608e-007,9.906567e-009
7.762471166286766e+004,6.713792e-007,9.706024e-009
7.943282347242659e+004,6.442705e-007,9.511175e-009
8.128305161640832e+004,6.182952e-007,9.321962e-009
8.317637711026546e+004,5.934143e-007,9.138335e-009
8.511380382023596e+004,5.695902e-007,8.960249e-009
8.709635899560634e+004,5.467862e-007,8.787666e-009
8.912509381337279e+004,5.249666e-007,8.620550e-009
9.120108393558917e+004,5.040969e-007,8.458872e-009
9.332543007969725e+004,4.841434e-007,8.302612e-009
9.549925860214169e+004,4.650734e-007,8.151750e-009
9.772372209557911e+004,4.468555e-007,8.006277e-009
9.999999999999799e+004,4.294588e-007,7.866185e-009
1.023292992280734e+005,4.128538e-007,7.731476e-009
1.047128548050879e+005,3.970115e-007,7.602154e-009
1.071519305237585e+005,3.819043e-007,7.478234e-009
1.096478196143163e+005,3.675052e-007,7.359729e-009
1.122018454301941e+005,3.537879e-007,7.246665e-009
1.148153621496859e+005,3.407272e-007,7.139068e-009
1.174897554939506e+005,3.282987e-007,7.036973e-009
1.202264434617389e+005,3.164787e-007,6.940419e-009
1.230268770812357e+005,3.052442e-007,6.849449e-009
1.258925411794142e+005,2.945728e-007,6.764111e-009
1.288249551693108e+005,2.844432e-007,6.684458e-009
1.318256738556380e+005,2.748343e-007,6.610547e-009
1.348962882591626e+005,2.657258e-007,6.542439e-009
1.380384264602856e+005,2.570981e-007,6.480198e-009
1.412537544622725e+005,2.489318e-007,6.423890e-009
1.445439770745898e+005,2.412085e-007,6.373586e-009
1.479108388168177e+005,2.339099e-007,6.329356e-009
1.513561248436177e+005,2.270184e-007,6.291275e-009
1.548816618912449e+005,2.205168e-007,6.259417e-009
1.584893192461080e+005,2.143883e-007,6.233860e-009
1.621810097358896e+005,2.086165e-007,6.214679e-009
1.659586907437526e+005,2.031855e-007,6.201954e-009
1.698243652461709e+005,1.980797e-007,6.195761e-009
1.737800828749339e+005,1.932840e-007,6.196182e-009
1.778279410038886e+005,1.887836e-007,6.203294e-009
1.819700858609945e+005,1.845640e-007,6.217180e-009
1.862087136662828e+005,1.806113e-007,6.237921e-009
1.905460717963207e+005,1.769117e-007,6.265600e-009
1.949844599758004e+005,1.734520e-007,6.300303e-009
1.995262314968837e+005,1.702194e-007,6.342121e-009
2.041737944669486e+005,1.672013e-007,6.391145e-009
2.089296130853995e+005,1.643858e-007,6.447475e-009
2.137962089502187e+005,1.617612e-007,6.511216e-009
2.187761623949506e+005,1.593162e-007,6.582479e-009
2.238721138568292e+005,1.570400e-007,6.661388e-009
2.290867652767724e+005,1.549222e-007,6.748074e-009
2.344228815319872e+005,1.529530e-007,6.842684e-009
2.398832919019439e+005,1.511227e-007,6.945378e-009
2.454708915684978e+005,1.494223e-007,7.056334e-009
2.511886431509526e+005,1.478432e-007,7.175748e-009
2.570395782768808e+005,1.463771e-007,7.303838e-009
2.630267991895325e+005,1.450161e-007,7.440847e-009
2.691534803926857e+005,1.437529e-007,7.587046e-009
2.754228703338107e+005,1.425804e-007,7.742731e-009
2.818382931264393e+005,1.414921e-007,7.908239e-009
2.884031503126543e+005,1.404816e-007,8.083940e-009
2.951209226666322e+005,1.395430e-007,8.270246e-009
3.019951720401950e+005,1.386708e-007,8.467615e-009
3.090295432513523e+005,1.378597e-007,8.676557e-009
3.162277660168310e+005,1.371048e-007,8.897638e-009
3.235936569296212e+005,1.364014e-007,9.131485e-009
3.311311214825838e+005,1.357451e-007,9.378797e-009
3.388441561391951e+005,1.351319e-007,9.640350e-009
3.467368504525240e+005,1.345577e-007,9.917006e-009
3.548133892335676e+005,1.340190e-007,1.020972e-008
3.630780547700933e+005,1.335121e-007,1.051957e-008
3.715352290971643e+005,1.330339e-007,1.084773e-008
3.801893963205527e+005,1.325811e-007,1.119554e-008
3.890451449942719e+005,1.321508e-007,1.156447e-008
3.981071705534884e+005,1.317401e-007,1.195618e-008
4.073802778041036e+005,1.313461e-007,1.237250e-008
4.168693834703261e+005,1.309664e-007,1.281553e-008
4.265795188015831e+005,1.305983e-007,1.328757e-008
4.365158322401562e+005,1.302394e-007,1.379125e-008
4.466835921509531e+005,1.298874e-007,1.432949e-008
4.570881896148648e+005,1.295402e-007,1.490562e-008
4.677351412871877e+005,1.291956e-007,1.552335e-008
4.786300923226276e+005,1.288519e-007,1.618691e-008
4.897788193684352e+005,1.285074e-007,1.690106e-008
5.011872336272610e+005,1.281608e-007,1.767116e-008
5.128613839913533e+005,1.278111e-007,1.850327e-008
5.248074602497608e+005,1.274579e-007,1.940422e-008
5.370317963702406e+005,1.271010e-007,2.038166e-008
5.495408738576121e+005,1.267414e-007,2.144410e-008
5.623413251903363e+005,1.263803e-007,2.260095e-008
5.754399373371438e+005,1.260200e-007,2.386240e-008
5.888436553555755e+005,1.256637e-007,2.523925e-008
6.025595860743440e+005,1.253152e-007,2.674245e-008
6.165950018614681e+005,1.249789e-007,2.838228e-008
6.309573444801788e+005,1.246600e-007,3.016700e-008
6.456542290346407e+005,1.243636e-007,3.210054e-008
6.606934480075808e+005,1.240946e-007,3.417901e-008
6.760829753919662e+005,1.238573e-007,3.638552e-008
6.918309709189205e+005,1.236554e-007,3.868324e-008
7.079457843841215e+005,1.234909e-007,4.100718e-008
7.244359600749733e+005,1.233649e-007,4.325669e-008
7.413102413009004e+005,1.232767e-007,4.529309e-008
7.585775750291662e+005,1.232248e-007,4.694879e-008
7.762471166286737e+005,1.232062e-007,4.805316e-008
7.943282347242631e+005,1.232174e-007,4.847290e-008
8.128305161640804e+005,1.232543e-007,4.815217e-008
8.317637711026516e+005,1.233128e-007,4.713167e-008
8.511380382023566e+005,1.233886e-007,4.553477e-008
8.709635899560602e+005,1.234778e-007,4.352939e-008
8.912509381337245e+005,1.235768e-007,4.128629e-008
9.120108393558882e+005,1.236826e-007,3.895023e-008
9.332543007969690e+005,1.237923e-007,3.662827e-008
9.549925860214133e+005,1.239040e-007,3.439081e-008
9.772372209557875e+005,1.240158e-007,3.227855e-008
9.999999999999763e+005,1.241264e-007,3.031090e-008
1.023292992280730e+006,1.242348e-007,2.849323e-008
1.047128548050875e+006,1.243404e-007,2.682235e-008
1.071519305237581e+006,1.244426e-007,2.529029e-008
1.096478196143159e+006,1.245409e-007,2.388675e-008
1.122018454301937e+006,1.246352e-007,2.260064e-008
1.148153621496855e+006,1.247251e-007,2.142095e-008
1.174897554939502e+006,1.248105e-007,2.033722e-008
1.202264434617384e+006,1.248912e-007,1.933979e-008
1.230268770812352e+006,1.249673e-007,1.841990e-008
1.258925411794137e+006,1.250386e-007,1.756969e-008
1.288249551693103e+006,1.251054e-007,1.678213e-008
1.318256738556376e+006,1.251677e-007,1.605098e-008
1.348962882591621e+006,1.252256e-007,1.537071e-008
1.380384264602852e+006,1.252794e-007,1.473641e-008
1.412537544622720e+006,1.253292e-007,1.414374e-008
1.445439770745893e+006,1.253752e-007,1.358885e-008
1.479108388168172e+006,1.254175e-007,1.306831e-008
1.513561248436171e+006,1.254563e-007,1.257908e-008
1.548816618912444e+006,1.254918e-007,1.211845e-008
1.584893192461075e+006,1.255240e-007,1.168401e-008
1.621810097358890e+006,1.255533e-007,1.127359e-008
1.659586907437520e+006,1.255796e-007,1.088526e-008
1.698243652461703e+006,1.256031e-007,1.051727e-008
1.737800828749333e+006,1.256240e-007,1.016807e-008
1.778279410038879e+006,1.256424e-007,9.836247e-009
1.819700858609939e+006,1.256583e-007,9.520521e-009
1.862087136662822e+006,1.256720e-007,9.219742e-009
1.905460717963201e+006,1.256835e-007,8.932864e-009
1.949844599757998e+006,1.256930e-007,8.658936e-009
1.995262314968831e+006,1.257006e-007,8.397093e-009
2.041737944669479e+006,1.257063e-007,8.146546e-009
2.089296130853988e+006,1.257104e-007,7.906572e-009
2.137962089502180e+006,1.257129e-007,7.676513e-009
2.187761623949499e+006,1.257139e-007,7.455761e-009
2.238721138568285e+006,1.257135e-007,7.243761e-009
2.290867652767716e+006,1.257120e-007,7.040000e-009
2.344228815319864e+006,1.257093e-007,6.844007e-009
2.398832919019431e+006,1.257056e-007,6.655346e-009
2.454708915684969e+006,1.257010e-007,6.473614e-009
2.511886431509518e+006,1.256956e-007,6.298438e-009
2.570395782768800e+006,1.256896e-007,6.129473e-009
2.630267991895317e+006,1.256830e-007,5.966398e-009
2.691534803926849e+006,1.256759e-007,5.808915e-009
2.754228703338098e+006,1.256684e-007,5.656744e-009
2.818382931264383e+006,1.256606e-007,5.509629e-009
2.884031503126534e+006,1.256525e-007,5.367326e-009
2.951209226666312e+006,1.256443e-007,5.229609e-009
3.019951720401940e+006,1.256360e-007,5.096267e-009
3.090295432513513e+006,1.256277e-007,4.967103e-009
3.162277660168300e+006,1.256194e-007,4.841929e-009
3.235936569296201e+006,1.256112e-007,4.720572e-009
3.311311214825827e+006,1.256031e-007,4.602868e-009
3.388441561391939e+006,1.255951e-007,4.488663e-009
3.467368504525228e+006,1.255872e-007,4.377810e-009
3.548133892335665e+006,1.255796e-007,4.270174e-009
3.630780547700921e+006,1.255721e-007,4.165624e-009
3.715352290971631e+006,1.255649e-007,4.064039e-009
3.801893963205515e+006,1.255579e-007,3.965304e-009
3.890451449942707e+006,1.255511e-007,3.869308e-009
3.981071705534871e+006,1.255445e-007,3.775950e-009
4.073802778041023e+006,1.255382e-007,3.685131e-009
4.168693834703247e+006,1.255320e-007,3.596759e-009
4.265795188015817e+006,1.255261e-007,3.510745e-009
4.365158322401547e+006,1.255204e-007,3.427006e-009
4.466835921509516e+006,1.255149e-007,3.345464e-009
4.570881896148631e+006,1.255096e-007,3.266042e-009
4.677351412871860e+006,1.255044e-007,3.188670e-009
4.786300923226259e+006,1.254994e-007,3.113281e-009
4.897788193684334e+006,1.254946e-007,3.039809e-009
5.011872336272592e+006,1.254898e-007,2.968194e-009
5.128613839913514e+006,1.254852e-007,2.898379e-009
5.248074602497589e+006,1.254808e-007,2.830308e-009
5.370317963702387e+006,1.254764e-007,2.763932e-009
5.495408738576102e+006,1.254720e-007,2.699200e-009
5.623413251903344e+006,1.254678e-007,2.636069e-009
5.754399373371419e+006,1.254636e-007,2.574495e-009
5.888436553555735e+006,1.254594e-007,2.514438e-009
6.025595860743419e+006,1.254553e-007,2.455862e-009
6.165950018614660e+006,1.254512e-007,2.398733e-009
6.309573444801766e+006,1.254471e-007,2.343018e-009
6.456542290346385e+006,1.254431e-007,2.288687e-009
6.606934480075786e+006,1.254390e-007,2.235714e-009
6.760829753919640e+006,1.254350e-007,2.184070e-009
6.918309709189182e+006,1.254309e-007,2.133730e-009
7.079457843841192e+006,1.254269e-007,2.084667e-009
7.244359600749710e+006,1.254229e-007,2.036851e-009
7.413102413008980e+006,1.254190e-007,1.990252e-009
7.585775750291637e+006,1.254151e-007,1.944836e-009
7.762471166286712e+006,1.254112e-007,1.900565e-009
7.943282347242604e+006,1.254074e-007,1.857398e-009
8.128305161640776e+006,1.254037e-007,1.815291e-009
8.317637711026489e+006,1.254001e-007,1.774198e-009
8.511380382023538e+006,1.253966e-007,1.734074e-009
8.709635899560574e+006,1.253932e-007,1.694873e-009
8.912509381337218e+006,1.253898e-007,1.656556e-009
9.120108393558854e+006,1.253866e-007,1.619083e-009
9.332543007969661e+006,1.253835e-007,1.582421e-009
9.549925860214103e+006,1.253804e-007,1.546542e-009
9.772372209557844e+006,1.253773e-007,1.511421e-009
9.999999999999732e+006,1.253743e-007,1.477037e-009
1.023292992280727e+007,1.253713e-007,1.443373e-009
1.047128548050872e+007,1.253682e-007,1.410413e-009
1.071519305237578e+007,1.253651e-007,1.378144e-009
1.096478196143156e+007,1.253620e-007,1.346553e-009
1.122018454301933e+007,1.253588e-007,1.315628e-009
1.148153621496852e+007,1.253555e-007,1.285358e-009
1.174897554939498e+007,1.253520e-007,1.255733e-009
1.202264434617380e+007,1.253485e-007,1.226741e-009
1.230268770812348e+007,1.253448e-007,1.198371e-009
1.258925411794133e+007,1.253409e-007,1.170612e-009
1.288249551693099e+007,1.253369e-007,1.143453e-009
1.318256738556371e+007,1.253327e-007,1.116882e-009
1.348962882591617e+007,1.253283e-007,1.090888e-009
1.380384264602847e+007,1.253237e-007,1.065461e-009
1.412537544622716e+007,1.253188e-007,1.040587e-009
1.445439770745888e+007,1.253138e-007,1.016257e-009
1.479108388168167e+007,1.253085e-007,9.924580e-010
1.513561248436167e+007,1.253030e-007,9.691800e-010
1.548816618912439e+007,1.252972e-007,9.464114e-010
1.584893192461070e+007,1.252911e-007,9.241414e-010
1.621810097358885e+007,1.252847e-007,9.023592e-010
1.659586907437515e+007,1.252780e-007,8.810542e-010
1.698243652461698e+007,1.252711e-007,8.602157e-010
1.737800828749327e+007,1.252638e-007,8.398337e-010
1.778279410038874e+007,1.252561e-007,8.198979e-010
1.819700858609933e+007,1.252481e-007,8.003983e-010
1.862087136662816e+007,1.252397e-007,7.813253e-010
1.905460717963195e+007,1.252309e-007,7.626694e-010
1.949844599757991e+007,1.252216e-007,7.444212e-010
1.995262314968824e+007,1.252120e-007,7.265716e-010
2.041737944669473e+007,1.252019e-007,7.091115e-010
2.089296130853982e+007,1.251913e-007,6.920324e-010
2.137962089502173e+007,1.251802e-007,6.753256e-010
2.187761623949492e+007,1.251686e-007,6.589829e-010
2.238721138568277e+007,1.251564e-007,6.429960e-010
2.290867652767709e+007,1.251437e-007,6.273569e-010
2.344228815319857e+007,1.251304e-007,6.120581e-010
2.398832919019423e+007,1.251164e-007,5.970918e-010
2.454708915684962e+007,1.251018e-007,5.824506e-010
2.511886431509510e+007,1.250865e-007,5.681274e-010
2.570395782768792e+007,1.250704e-007,5.541152e-010
2.630267991895308e+007,1.250536e-007,5.404070e-010
2.691534803926840e+007,1.250360e-007,5.269962e-010
2.754228703338089e+007,1.250176e-007,5.138764e-010
2.818382931264374e+007,1.249983e-007,5.010411e-010
2.884031503126525e+007,1.249781e-007,4.884842e-010
2.951209226666303e+007,1.249570e-007,4.761997e-010
3.019951720401931e+007,1.249348e-007,4.641817e-010
3.090295432513503e+007,1.249116e-007,4.524245e-010
3.162277660168290e+007,1.248873e-007,4.409226e-010
3.235936569296191e+007,1.248618e-007,4.296706e-010
3.311311214825817e+007,1.248352e-007,4.186633e-010
3.388441561391930e+007,1.248073e-007,4.078954e-010
3.467368504525218e+007,1.247781e-007,3.973621e-010
3.548133892335654e+007,1.247474e-007,3.870585e-010
3.630780547700910e+007,1.247154e-007,3.769799e-010
3.715352290971620e+007,1.246818e-007,3.671216e-010
3.801893963205504e+007,1.246467e-007,3.574793e-010
3.890451449942695e+007,1.246098e-007,3.480485e-010
3.981071705534859e+007,1.245713e-007,3.388251e-010
4.073802778041011e+007,1.245309e-007,3.298048e-010
4.168693834703235e+007,1.244886e-007,3.209838e-010
4.265795188015805e+007,1.244444e-007,3.123580e-010
4.365158322401536e+007,1.243980e-007,3.039236e-010
4.466835921509504e+007,1.243494e-007,2.956770e-010
4.570881896148621e+007,1.242986e-007,2.876145e-010
4.677351412871849e+007,1.242454e-007,2.797326e-010
4.786300923226247e+007,1.241897e-007,2.720277e-010
4.897788193684322e+007,1.241313e-007,2.644965e-010
5.011872336272580e+007,1.240702e-007,2.571358e-010
5.128613839913502e+007,1.240062e-007,2.499422e-010
5.248074602497576e+007,1.239393e-007,2.429127e-010
5.370317963702374e+007,1.238692e-007,2.360440e-010
5.495408738576088e+007,1.237958e-007,2.293334e-010
5.623413251903330e+007,1.237190e-007,2.227776e-010
5.754399373371404e+007,1.236386e-007,2.163739e-010
5.888436553555721e+007,1.235545e-007,2.101195e-010
6.025595860743405e+007,1.234664e-007,2.040115e-010
6.165950018614645e+007,1.233742e-007,1.980471e-010
6.309573444801751e+007,1.232778e-007,1.922238e-010
6.456542290346369e+007,1.231769e-007,1.865389e-010
6.606934480075770e+007,1.230713e-007,1.809899e-010
6.760829753919622e+007,1.229609e-007,1.755741e-010
6.918309709189165e+007,1.228454e-007,1.702891e-010
7.079457843841174e+007,1.227246e-007,1.651325e-010
7.244359600749691e+007,1.225982e-007,1.601018e-010
7.413102413008960e+007,1.224661e-007,1.551948e-010
7.585775750291617e+007,1.223279e-007,1.504091e-010
7.762471166286692e+007,1.221835e-007,1.457425e-010
7.943282347242585e+007,1.220326e-007,1.411926e-010
8.128305161640757e+007,1.218748e-007,1.367575e-010
8.317637711026469e+007,1.217100e-007,1.324347e-010
8.511380382023518e+007,1.215378e-007,1.282224e-010
8.709635899560553e+007,1.213579e-007,1.241184e-010
8.912509381337196e+007,1.211701e-007,1.201206e-010
9.120108393558832e+007,1.209739e-007,1.162271e-010
9.332543007969639e+007,1.207692e-007,1.124359e-010
9.549925860214081e+007,1.205555e-007,1.087450e-010
9.772372209557822e+007,1.203325e-007,1.051526e-010
1.000000000000000e+008,1.201000e-007,1.016568e-010
