Freq.	V(vip)/I(V2)
1.25892541179415e+04	2.00000008332084e+04,-2.54630518902844e-04
1.28824955169312e+04	2.00000008724762e+04,-2.60627715202882e-04
1.31825673855639e+04	2.00000009135947e+04,-2.66769330787797e-04
1.34896288259164e+04	2.00000009566510e+04,-2.73059067748102e-04
1.38038426460287e+04	2.00000010017365e+04,-2.79500738540432e-04
1.41253754462274e+04	2.00000010489469e+04,-2.86098270188741e-04
1.44543977074591e+04	2.00000010983821e+04,-2.92855709155526e-04
1.47910838816819e+04	2.00000011501472e+04,-2.99777225676925e-04
1.51356124843619e+04	2.00000012043518e+04,-3.06867119271739e-04
1.54881661891246e+04	2.00000012611110e+04,-3.14129823497068e-04
1.58489319246109e+04	2.00000013205452e+04,-3.21569911958784e-04
1.62181009735891e+04	2.00000013827804e+04,-3.29192103955953e-04
1.65958690743754e+04	2.00000014479487e+04,-3.37001270588080e-04
1.69824365246172e+04	2.00000015161882e+04,-3.45002441642718e-04
1.73780082874935e+04	2.00000015876438e+04,-3.53200812271115e-04
1.77827941003890e+04	2.00000016624669e+04,-3.61601750233217e-04
1.81970085860996e+04	2.00000017408163e+04,-3.70210803851195e-04
1.86208713666284e+04	2.00000018228581e+04,-3.79033709853348e-04
1.90546071796322e+04	2.00000019087664e+04,-3.88076402233494e-04
1.94984459975802e+04	2.00000019987235e+04,-3.97345021531056e-04
1.99526231496885e+04	2.00000020929200e+04,-4.06845924042972e-04
2.04173794466950e+04	2.00000021915559e+04,-4.16585692653255e-04
2.08929613085401e+04	2.00000022948402e+04,-4.26571147160029e-04
2.13796208950220e+04	2.00000024029922e+04,-4.36809356375257e-04
2.18776162394952e+04	2.00000025162411e+04,-4.47307649599699e-04
2.23872113856831e+04	2.00000026348273e+04,-4.58073630266432e-04
2.29086765276774e+04	2.00000027590021e+04,-4.69115189410908e-04
2.34422881531989e+04	2.00000028890291e+04,-4.80440520308449e-04
2.39883291901946e+04	2.00000030251840e+04,-4.92058133994289e-04
2.45470891568500e+04	2.00000031677556e+04,-5.03976875317890e-04
2.51188643150954e+04	2.00000033170463e+04,-5.16205941661151e-04
2.57039578276883e+04	2.00000034733727e+04,-5.28754899846300e-04
2.63026799189534e+04	2.00000036370665e+04,-5.41633707594480e-04
2.69153480392688e+04	2.00000038084748e+04,-5.54852733206800e-04
2.75422870333813e+04	2.00000039879612e+04,-5.68422778997043e-04
2.81838293126441e+04	2.00000041759064e+04,-5.82355104268217e-04
2.88403150312656e+04	2.00000043727090e+04,-5.96661451887330e-04
2.95120922666634e+04	2.00000045787864e+04,-6.11354073509306e-04
3.01995172040197e+04	2.00000047945758e+04,-6.26445760103486e-04
3.09029543251354e+04	2.00000050205348e+04,-6.41949871689251e-04
3.16227766016833e+04	2.00000052571426e+04,-6.57880370161138e-04
3.23593656929623e+04	2.00000055049013e+04,-6.74251854085887e-04
3.31131121482586e+04	2.00000057643361e+04,-6.91079595867456e-04
3.38844156139197e+04	2.00000060359974e+04,-7.08379581501164e-04
3.46736850452526e+04	2.00000063204614e+04,-7.26168552476253e-04
3.54813389233570e+04	2.00000066183314e+04,-7.44464050769866e-04
3.63078054770096e+04	2.00000069302391e+04,-7.63284467349563e-04
3.71535229097167e+04	2.00000072568462e+04,-7.82649092542138e-04
3.80189396320555e+04	2.00000075988453e+04,-8.02578171721608e-04
3.89045144994275e+04	2.00000079569618e+04,-8.23092962806586e-04
3.98107170553491e+04	2.00000083319552e+04,-8.44215799515963e-04
4.07380277804107e+04	2.00000087246208e+04,-8.65970157111074e-04
4.16869383470329e+04	2.00000091357916e+04,-8.88380723246219e-04
4.26579518801586e+04	2.00000095663394e+04,-9.11473475294469e-04
4.36515832240159e+04	2.00000100171774e+04,-9.35275759410807e-04
4.46683592150956e+04	2.00000104892619e+04,-9.59816379218843e-04
4.57088189614868e+04	2.00000109835940e+04,-9.85125686663968e-04
4.67735141287191e+04	2.00000115012222e+04,-1.01123568153547e-03
4.78630092322631e+04	2.00000120432441e+04,-1.03818011797984e-03
4.89778819368439e+04	2.00000126108095e+04,-1.06599461601636e-03
5.01187233627264e+04	2.00000132051219e+04,-1.09471678266112e-03
5.12861383991357e+04	2.00000138274417e+04,-1.12438634250351e-03
5.24807460249764e+04	2.00000144790888e+04,-1.15504527342870e-03
5.37031796370244e+04	2.00000151614451e+04,-1.18673795616139e-03
5.49540873857616e+04	2.00000158759578e+04,-1.21951133074671e-03
5.62341325190340e+04	2.00000166241421e+04,-1.25341506629366e-03
5.75439937337148e+04	2.00000174075846e+04,-1.28850174138213e-03
5.88843655355580e+04	2.00000182279468e+04,-1.32482703652210e-03
6.02559586074348e+04	2.00000190869685e+04,-1.36244994136287e-03
6.16595001861472e+04	2.00000199864711e+04,-1.40143297567093e-03
6.30957344480183e+04	2.00000209283624e+04,-1.44184242589504e-03
6.45654229034645e+04	2.00000219146395e+04,-1.48374859767219e-03
6.60693448007586e+04	2.00000229473939e+04,-1.52722608713420e-03
6.76082975391971e+04	2.00000240288157e+04,-1.57235407076489e-03
6.91830970918925e+04	2.00000251611979e+04,-1.61921661438188e-03
7.07945784384127e+04	2.00000263469417e+04,-1.66790300595412e-03
7.24435960074979e+04	2.00000275885615e+04,-1.71850811136831e-03
7.41310241300906e+04	2.00000288886900e+04,-1.77113275259974e-03
7.58577575029172e+04	2.00000302500838e+04,-1.82588411751622e-03
7.76247116628679e+04	2.00000316756296e+04,-1.88287619179309e-03
7.94328234724269e+04	2.00000331683499e+04,-1.94223022846330e-03
8.12830516164086e+04	2.00000347314098e+04,-2.00407524635596e-03
8.31763771102658e+04	2.00000363681231e+04,-2.06854856241856e-03
8.51138038202363e+04	2.00000380819600e+04,-2.13579636854892e-03
8.70963589956067e+04	2.00000398765541e+04,-2.20597433880532e-03
8.91250938133731e+04	2.00000417557098e+04,-2.27924828985316e-03
9.12010839355895e+04	2.00000437234112e+04,-2.35579488162721e-03
9.33254300796976e+04	2.00000457838297e+04,-2.43580236887051e-03
9.54992586021420e+04	2.00000479413331e+04,-2.51947140747344e-03
9.77237220955795e+04	2.00000502004949e+04,-2.60701591998385e-03
9.99999999999984e+04	2.00000525661043e+04,-2.69866401395295e-03
1.02329299228074e+05	2.00000550431755e+04,-2.79465897502835e-03
1.04712854805088e+05	2.00000576369591e+04,-2.89526032575728e-03
1.07151930523759e+05	2.00000603529529e+04,-3.00074496116420e-03
1.09647819614317e+05	2.00000631969133e+04,-3.11140836348256e-03
1.12201845430195e+05	2.00000661748681e+04,-3.22756590452914e-03
1.14815362149686e+05	2.00000692931285e+04,-3.34955424028801e-03
1.17489755493951e+05	2.00000725583028e+04,-3.47773280487423e-03
1.20226443461739e+05	2.00000759773107e+04,-3.61248540901727e-03
1.23026877081236e+05	2.00000795573972e+04,-3.75422195801932e-03
1.25892541179415e+05	2.00000833061484e+04,-3.90338028423898e-03
1.28824955169311e+05	2.00000872315075e+04,-4.06042811512576e-03
1.31825673855639e+05	2.00000913417915e+04,-4.22586517968419e-03
1.34896288259163e+05	2.00000956457086e+04,-4.40022546726598e-03
1.38038426460286e+05	2.00001001523767e+04,-4.58407964540793e-03
1.41253754462273e+05	2.00001048713429e+04,-4.77803764888101e-03
1.44543977074590e+05	2.00001098126033e+04,-4.98275145861078e-03
1.47910838816818e+05	2.00001149866240e+04,-5.19891806978535e-03
1.51356124843618e+05	2.00001204043638e+04,-5.42728268293373e-03
1.54881661891246e+05	2.00001260772965e+04,-5.66864211608082e-03
1.58489319246109e+05	2.00001320174355e+04,-5.92384846029232e-03
1.62181009735890e+05	2.00001382373593e+04,-6.19381299749838e-03
1.65958690743753e+05	2.00001447502375e+04,-6.47951040212171e-03
1.69824365246172e+05	2.00001515698589e+04,-6.78198323703293e-03
1.73780082874935e+05	2.00001587106604e+04,-7.10234677260670e-03
1.77827941003889e+05	2.00001661877575e+04,-7.44179415226268e-03
1.81970085860995e+05	2.00001740169756e+04,-7.80160192575497e-03
1.86208713666284e+05	2.00001822148840e+04,-8.18313597966007e-03
1.90546071796322e+05	2.00001907988303e+04,-8.58785788896706e-03
1.94984459975801e+05	2.00001997869765e+04,-9.01733172832595e-03
1.99526231496885e+05	2.00002091983380e+04,-9.47323136051939e-03
2.04173794466949e+05	2.00002190528227e+04,-9.95734826063977e-03
2.08929613085400e+05	2.00002293712730e+04,-1.04715998888044e-02
2.13796208950220e+05	2.00002401755096e+04,-1.10180386656574e-02
2.18776162394952e+05	2.00002514883770e+04,-1.15988615939744e-02
2.23872113856830e+05	2.00002633337916e+04,-1.22164205613546e-02
2.29086765276773e+05	2.00002757367912e+04,-1.28732333900791e-02
2.34422881531988e+05	2.00002887235878e+04,-1.35719956650913e-02
2.39883291901945e+05	2.00003023216223e+04,-1.43155934234084e-02
2.45470891568499e+05	2.00003165596212e+04,-1.51071167394144e-02
2.51188643150954e+05	2.00003314676574e+04,-1.59498742950236e-02
2.57039578276882e+05	2.00003470772120e+04,-1.68474089759392e-02
2.63026799189534e+05	2.00003634212402e+04,-1.78035146028846e-02
2.69153480392687e+05	2.00003805342398e+04,-1.88222538441481e-02
2.75422870333812e+05	2.00003984523226e+04,-1.99079774266013e-02
2.81838293126440e+05	2.00004172132897e+04,-2.10653447012733e-02
2.88403150312656e+05	2.00004368567093e+04,-2.22993456963835e-02
2.95120922666633e+05	2.00004574239991e+04,-2.36153247417180e-02
3.01995172040196e+05	2.00004789585114e+04,-2.50190057830511e-02
3.09029543251354e+05	2.00005015056229e+04,-2.65165195046142e-02
3.16227766016832e+05	2.00005251128280e+04,-2.81144323868969e-02
3.23593656929623e+05	2.00005498298365e+04,-2.98197778513836e-02
3.31131121482585e+05	2.00005757086759e+04,-3.16400896166984e-02
3.38844156139197e+05	2.00006028037979e+04,-3.35834374404055e-02
3.46736850452526e+05	2.00006311721896e+04,-3.56584654090117e-02
3.54813389233569e+05	2.00006608734907e+04,-3.78744329702618e-02
3.63078054770095e+05	2.00006919701141e+04,-4.02412588614811e-02
3.71535229097166e+05	2.00007245273735e+04,-4.27695681939348e-02
3.80189396320555e+05	2.00007586136158e+04,-4.54707428757147e-02
3.89045144994274e+05	2.00007943003595e+04,-4.83569756262634e-02
3.98107170553490e+05	2.00008316624388e+04,-5.14413278042599e-02
4.07380277804106e+05	2.00008707781552e+04,-5.47377913858674e-02
4.16869383470328e+05	2.00009117294339e+04,-5.82613552896031e-02
4.26579518801585e+05	2.00009546019884e+04,-6.20280764417994e-02
4.36515832240158e+05	2.00009994854916e+04,-6.60551558359491e-02
4.46683592150955e+05	2.00010464737541e+04,-7.03610200019197e-02
4.57088189614867e+05	2.00010956649106e+04,-7.49654082076416e-02
4.67735141287190e+05	2.00011471616134e+04,-7.98894658105960e-02
4.78630092322630e+05	2.00012010712352e+04,-8.51558441929900e-02
4.89778819368438e+05	2.00012575060790e+04,-9.07888077293841e-02
5.01187233627263e+05	2.00013165835977e+04,-9.68143482549938e-02
5.12861383991356e+05	2.00013784266227e+04,-1.03260307561355e-01
5.24807460249763e+05	2.00014431636012e+04,-1.10156508488142e-01
5.37031796370243e+05	2.00015109288439e+04,-1.17534895161139e-01
5.49540873857615e+05	2.00015818627821e+04,-1.25429683015760e-01
5.62341325190339e+05	2.00016561122353e+04,-1.33877519281248e-01
5.75439937337147e+05	2.00017338306896e+04,-1.42917654634675e-01
5.88843655355579e+05	2.00018151785865e+04,-1.52592126727205e-01
6.02559586074347e+05	2.00019003236232e+04,-1.62945956475463e-01
6.16595001861471e+05	2.00019894410643e+04,-1.74027357881625e-01
6.30957344480182e+05	2.00020827140652e+04,-1.85887962347023e-01
6.45654229034644e+05	2.00021803340078e+04,-1.98583058424838e-01
6.60693448007584e+05	2.00022825008482e+04,-2.12171848029686e-01
6.76082975391970e+05	2.00023894234774e+04,-2.26717720215392e-01
6.91830970918924e+05	2.00025013200941e+04,-2.42288543651505e-01
7.07945784384125e+05	2.00026184185914e+04,-2.58956979070126e-01
7.24435960074977e+05	2.00027409569565e+04,-2.76800812939542e-01
7.41310241300904e+05	2.00028691836830e+04,-2.95903313797040e-01
7.58577575029170e+05	2.00030033581984e+04,-3.16353612669674e-01
7.76247116628678e+05	2.00031437513035e+04,-3.38247109175649e-01
7.94328234724267e+05	2.00032906456266e+04,-3.61685904948093e-01
8.12830516164085e+05	2.00034443360912e+04,-3.86779266115463e-01
8.31763771102656e+05	2.00036051303970e+04,-4.13644116721525e-01
8.51138038202361e+05	2.00037733495152e+04,-4.42405564991205e-01
8.70963589956065e+05	2.00039493281960e+04,-4.73197464598205e-01
8.91250938133729e+05	2.00041334154905e+04,-5.06163013026872e-01
9.12010839355893e+05	2.00043259752841e+04,-5.41455389387711e-01
9.33254300796974e+05	2.00045273868432e+04,-5.79238434129939e-01
9.54992586021419e+05	2.00047380453727e+04,-6.19687373181367e-01
9.77237220955793e+05	2.00049583625851e+04,-6.62989589216907e-01
9.99999999999982e+05	2.00051887672792e+04,-7.09345442923332e-01
1.02329299228074e+06	2.00054297059280e+04,-7.58969147187426e-01
1.04712854805088e+06	2.00056816432746e+04,-8.12089697363263e-01
1.07151930523759e+06	2.00059450629345e+04,-8.68951860863642e-01
1.09647819614316e+06	2.00062204680027e+04,-9.29817229495385e-01
1.12201845430194e+06	2.00065083816635e+04,-9.94965338092496e-01
1.14815362149686e+06	2.00068093478018e+04,-1.06469485314679e+00
1.17489755493951e+06	2.00071239316124e+04,-1.13932483531847e+00
1.20226443461739e+06	2.00074527202050e+04,-1.21919607976454e+00
1.23026877081236e+06	2.00077963232020e+04,-1.30467253846478e+00
1.25892541179414e+06	2.00081553733259e+04,-1.39614282878011e+00
1.28824955169311e+06	2.00085305269709e+04,-1.49402183262217e+00
1.31825673855638e+06	2.00089224647573e+04,-1.59875239072252e+00
1.34896288259163e+06	2.00093318920601e+04,-1.71080709658926e+00
1.38038426460286e+06	2.00097595395104e+04,-1.83069019480657e+00
1.41253754462273e+06	2.00102061634608e+04,-1.95893958836579e+00
1.44543977074590e+06	2.00106725464093e+04,-2.09612895978695e+00
1.47910838816818e+06	2.00111594973751e+04,-2.24287001075782e+00
1.51356124843618e+06	2.00116678522177e+04,-2.39981482497024e+00
1.54881661891245e+06	2.00121984738908e+04,-2.56765835876982e+00
1.58489319246108e+06	2.00127522526215e+04,-2.74714106409426e+00
1.62181009735890e+06	2.00133301060048e+04,-2.93905164799006e+00
1.65958690743753e+06	2.00139329790023e+04,-3.14422997272591e+00
1.69824365246171e+06	2.00145618438316e+04,-3.36357010021864e+00
1.73780082874934e+06	2.00152176997352e+04,-3.59802348406637e+00
1.77827941003889e+06	2.00159015726126e+04,-3.84860231198082e+00
1.81970085860995e+06	2.00166145145018e+04,-4.11638300075933e+00
1.86208713666283e+06	2.00173576028919e+04,-4.40250984529114e+00
1.90546071796321e+06	2.00181319398503e+04,-4.70819882213493e+00
1.94984459975801e+06	2.00189386509446e+04,-5.03474154722809e+00
1.99526231496884e+06	2.00197788839388e+04,-5.38350938615467e+00
2.04173794466949e+06	2.00206538072420e+04,-5.75595771392190e+00
2.08929613085400e+06	2.00215646080866e+04,-6.15363031981735e+00
2.13796208950219e+06	2.00225124904112e+04,-6.57816395091182e+00
2.18776162394951e+06	2.00234986724226e+04,-7.03129298599022e+00
2.23872113856830e+06	2.00245243838096e+04,-7.51485422927386e+00
2.29086765276773e+06	2.00255908625804e+04,-8.03079181080538e+00
2.34422881531988e+06	2.00266993514939e+04,-8.58116217750446e+00
2.39883291901944e+06	2.00278510940547e+04,-9.16813915580984e+00
2.45470891568498e+06	2.00290473300400e+04,-9.79401906321606e+00
2.51188643150953e+06	2.00302892905270e+04,-1.04612258423256e+01
2.57039578276881e+06	2.00315781923881e+04,-1.11723161866911e+01
2.63026799189533e+06	2.00329152322211e+04,-1.19299846232346e+01
2.69153480392686e+06	2.00343015796832e+04,-1.27370685110997e+01
2.75422870333811e+06	2.00357383701959e+04,-1.35965529113411e+01
2.81838293126440e+06	2.00372266969926e+04,-1.45115752762989e+01
2.88403150312655e+06	2.00387676024786e+04,-1.54854299013568e+01
2.95120922666633e+06	2.00403620688786e+04,-1.65215720753821e+01
3.01995172040196e+06	2.00420110081500e+04,-1.76236218595424e+01
3.09029543251353e+06	2.00437152511424e+04,-1.87953674171910e+01
3.16227766016832e+06	2.00454755359902e+04,-2.00407678104516e+01
3.23593656929622e+06	2.00472924957338e+04,-2.13639551719646e+01
3.31131121482585e+06	2.00491666451665e+04,-2.27692361530983e+01
3.38844156139196e+06	2.00510983669207e+04,-2.42610925429360e+01
3.46736850452525e+06	2.00530878968093e+04,-2.58441809457126e+01
3.54813389233568e+06	2.00551353084574e+04,-2.75233313981592e+01
3.63078054770094e+06	2.00572404972663e+04,-2.93035448028783e+01
3.71535229097165e+06	2.00594031637714e+04,-3.11899890493256e+01
3.80189396320554e+06	2.00616227964703e+04,-3.31879936908389e+01
3.89045144994273e+06	2.00638986542148e+04,-3.53030430445338e+01
3.98107170553489e+06	2.00662297482826e+04,-3.75407675811518e+01
4.07380277804105e+06	2.00686148242647e+04,-3.99069334745568e+01
4.16869383470327e+06	2.00710523439270e+04,-4.24074301857976e+01
4.26579518801584e+06	2.00735404672287e+04,-4.50482559650233e+01
4.36515832240157e+06	2.00760770347062e+04,-4.78355011663100e+01
4.46683592150954e+06	2.00786595504542e+04,-5.07753292862080e+01
4.57088189614866e+06	2.00812851659620e+04,-5.38739556567442e+01
4.67735141287189e+06	2.00839506650874e+04,-5.71376237482542e+01
4.78630092322629e+06	2.00866524504736e+04,-6.05725790667841e+01
4.89778819368436e+06	2.00893865317342e+04,-6.41850406654031e+01
5.01187233627262e+06	2.00921485157515e+04,-6.79811703283772e+01
5.12861383991355e+06	2.00949335994440e+04,-7.19670395318985e+01
5.24807460249762e+06	2.00977365653705e+04,-7.61485943346071e+01
5.37031796370242e+06	2.01005517805380e+04,-8.05316184051917e+01
5.49540873857613e+06	2.01033731987759e+04,-8.51216944520057e+01
5.62341325190338e+06	2.01061943670281e+04,-8.99241643802640e+01
5.75439937337145e+06	2.01090084358862e+04,-9.49440885646818e+01
5.88843655355577e+06	2.01118081746586e+04,-1.00186204687931e+02
6.02559586074345e+06	2.01145859912229e+04,-1.05654886656523e+02
6.16595001861470e+06	2.01173339568518e+04,-1.11354104163480e+02
6.30957344480180e+06	2.01200438361389e+04,-1.17287383519591e+02
6.45654229034642e+06	2.01227071220659e+04,-1.23457770419702e+02
6.60693448007582e+06	2.01253150761676e+04,-1.29867795344948e+02
6.76082975391968e+06	2.01278587736476e+04,-1.36519442324035e+02
6.91830970918922e+06	2.01303291531943e+04,-1.43414121783900e+02
7.07945784384123e+06	2.01327170711285e+04,-1.50552648210713e+02
7.24435960074975e+06	2.01350133594044e+04,-1.57935223314251e+02
7.41310241300902e+06	2.01372088868656e+04,-1.65561425341068e+02
7.58577575029168e+06	2.01392946230485e+04,-1.73430205113882e+02
7.76247116628676e+06	2.01412617037225e+04,-1.81539889286358e+02
7.94328234724265e+06	2.01431014972625e+04,-1.89888191194631e+02
8.12830516164082e+06	2.01448056708762e+04,-1.98472229561360e+02
8.31763771102654e+06	2.01463662556500e+04,-2.07288555167043e+02
8.51138038202359e+06	2.01477757093432e+04,-2.16333185450361e+02
8.70963589956062e+06	2.01490269758531e+04,-2.25601646838171e+02
8.91250938133727e+06	2.01501135402904e+04,-2.35089024441336e+02
9.12010839355890e+06	2.01510294786528e+04,-2.44790018589758e+02
9.33254300796971e+06	2.01517695011556e+04,-2.54699007524110e+02
9.54992586021416e+06	2.01523289883830e+04,-2.64810115418162e+02
9.77237220955790e+06	2.01527040195472e+04,-2.75117284779277e+02
9.99999999999979e+06	2.01528913922889e+04,-2.85614352170080e+02
1.02329299228073e+07	2.01528886336161e+04,-2.96295126115441e+02
1.04712854805088e+07	2.01526940017535e+04,-3.07153466008390e+02
1.07151930523758e+07	2.01523064788554e+04,-3.18183360808453e+02
1.09647819614316e+07	2.01517257547170e+04,-3.29379006336570e+02
1.12201845430194e+07	2.01509522017940e+04,-3.40734880011841e+02
1.14815362149686e+07	2.01499868420088e+04,-3.52245811944935e+02
1.17489755493950e+07	2.01488313059667e+04,-3.63907051398461e+02
1.20226443461739e+07	2.01474877853400e+04,-3.75714327742129e+02
1.23026877081236e+07	2.01459589792802e+04,-3.87663905165702e+02
1.25892541179414e+07	2.01442480358006e+04,-3.99752630560770e+02
1.28824955169311e+07	2.01423584891259e+04,-4.11977974137930e+02
1.31825673855638e+07	2.01402941940283e+04,-4.24338062504110e+02
1.34896288259162e+07	2.01380592581749e+04,-4.36831704080346e+02
1.38038426460286e+07	2.01356579734800e+04,-4.49458406889090e+02
1.41253754462272e+07	2.01330947474144e+04,-4.62218388877949e+02
1.44543977074590e+07	2.01303740351548e+04,-4.75112581070484e+02
1.47910838816818e+07	2.01275002733746e+04,-4.88142623941978e+02
1.51356124843618e+07	2.01244778163865e+04,-5.01310857507100e+02
1.54881661891245e+07	2.01213108752407e+04,-5.14620305676430e+02
1.58489319246108e+07	2.01180034602815e+04,-5.28074655489663e+02
1.62181009735889e+07	2.01145593275533e+04,-5.41678231865480e+02
1.65958690743752e+07	2.01109819293426e+04,-5.55435968522751e+02
1.69824365246171e+07	2.01072743690440e+04,-5.69353375726277e+02
1.73780082874934e+07	2.01034393604382e+04,-5.83436505494684e+02
1.77827941003888e+07	2.00994791913897e+04,-5.97691914880301e+02
1.81970085860994e+07	2.00953956918920e+04,-6.12126627893103e+02
1.86208713666283e+07	2.00911902063214e+04,-6.26748096595219e+02
1.90546071796321e+07	2.00868635697082e+04,-6.41564161841268e+02
1.94984459975800e+07	2.00824160877854e+04,-6.56583014084738e+02
1.99526231496884e+07	2.00778475205418e+04,-6.71813154613685e+02
2.04173794466948e+07	2.00731570689823e+04,-6.87263357521692e+02
2.08929613085399e+07	2.00683433647811e+04,-7.02942632663666e+02
2.13796208950219e+07	2.00634044625045e+04,-7.18860189791793e+02
2.18776162394950e+07	2.00583378340816e+04,-7.35025404015594e+02
2.23872113856829e+07	2.00531403652051e+04,-7.51447782682368e+02
2.29086765276772e+07	2.00478083533542e+04,-7.68136933730596e+02
2.34422881531987e+07	2.00423375071477e+04,-7.85102535529555e+02
2.39883291901944e+07	2.00367229467523e+04,-8.02354308183537e+02
2.45470891568498e+07	2.00309592050930e+04,-8.19901986248580e+02
2.51188643150952e+07	2.00250402296318e+04,-8.37755292783486e+02
2.57039578276881e+07	2.00189593845091e+04,-8.55923914634914e+02
2.63026799189532e+07	2.00127094528606e+04,-8.74417478838164e+02
2.69153480392686e+07	2.00062826391517e+04,-8.93245530000636e+02
2.75422870333811e+07	1.99996705713926e+04,-9.12417508523657e+02
2.81838293126439e+07	1.99928643031203e+04,-9.31942729509844e+02
2.88403150312654e+07	1.99858543150593e+04,-9.51830362197320e+02
2.95120922666632e+07	1.99786305163910e+04,-9.72089409758468e+02
3.01995172040195e+07	1.99711822455862e+04,-9.92728689299200e+02
3.09029543251352e+07	1.99634982707718e+04,-1.01375681189477e+03
3.16227766016831e+07	1.99555667896236e+04,-1.03518216249945e+03
3.23593656929621e+07	1.99473754287947e+04,-1.05701287957024e+03
3.31131121482584e+07	1.99389112429049e+04,-1.07925683424804e+03
3.38844156139195e+07	1.99301607131336e+04,-1.10192160894466e+03
3.46736850452524e+07	1.99211097454726e+04,-1.12501447518883e+03
3.54813389233568e+07	1.99117436687115e+04,-1.14854237059039e+03
3.63078054770093e+07	1.99020472322395e+04,-1.17251187478832e+03
3.71535229097164e+07	1.98920046037641e+04,-1.19692918425483e+03
3.80189396320553e+07	1.98815993670562e+04,-1.22180008583547e+03
3.89045144994272e+07	1.98708145198472e+04,-1.24712992891276e+03
3.98107170553488e+07	1.98596324720131e+04,-1.27292359608940e+03
4.07380277804104e+07	1.98480350441941e+04,-1.29918547229589e+03
4.16869383470326e+07	1.98360034670099e+04,-1.32591941223693e+03
4.26579518801583e+07	1.98235183810419e+04,-1.35312870610121e+03
4.36515832240156e+07	1.98105598377654e+04,-1.38081604347002e+03
4.46683592150953e+07	1.97971073016272e+04,-1.40898347537200e+03
4.57088189614865e+07	1.97831396534737e+04,-1.43763237444407e+03
4.67735141287188e+07	1.97686351955480e+04,-1.46676339317243e+03
4.78630092322628e+07	1.97535716582835e+04,-1.49637642020245e+03
4.89778819368435e+07	1.97379262091340e+04,-1.52647053472284e+03
5.01187233627261e+07	1.97216754636890e+04,-1.55704395894699e+03
5.12861383991353e+07	1.97047954993358e+04,-1.58809400873382e+03
5.24807460249761e+07	1.96872618717348e+04,-1.61961704241171e+03
5.37031796370241e+07	1.96690496343881e+04,-1.65160840789130e+03
5.49540873857612e+07	1.96501333615846e+04,-1.68406238817835e+03
5.62341325190336e+07	1.96304871750141e+04,-1.71697214542377e+03
5.75439937337144e+07	1.96100847743452e+04,-1.75032966367711e+03
5.88843655355576e+07	1.95888994720673e+04,-1.78412569054013e+03
6.02559586074344e+07	1.95669042328955e+04,-1.81834967795001e+03
6.16595001861468e+07	1.95440717180362e+04,-1.85298972235657e+03
6.30957344480179e+07	1.95203743346082e+04,-1.88803250459455e+03
6.45654229034641e+07	1.94957842905037e+04,-1.92346322979075e+03
6.60693448007581e+07	1.94702736549641e+04,-1.95926556768603e+03
6.76082975391967e+07	1.94438144251298e+04,-1.99542159379432e+03
6.91830970918921e+07	1.94163785988021e+04,-2.03191173186335e+03
7.07945784384122e+07	1.93879382536312e+04,-2.06871469814613e+03
7.24435960074974e+07	1.93584656329147e+04,-2.10580744803622e+03
7.41310241300901e+07	1.93279332381527e+04,-2.14316512566404e+03
7.58577575029167e+07	1.92963139284650e+04,-2.18076101709509e+03
7.76247116628674e+07	1.92635810269266e+04,-2.21856650781270e+03
7.94328234724264e+07	1.92297084338222e+04,-2.25655104520810e+03
8.12830516164081e+07	1.91946707467566e+04,-2.29468210683726e+03
8.31763771102652e+07	1.91584433874895e+04,-2.33292517523675e+03
8.51138038202357e+07	1.91210027352850e+04,-2.37124372011875e+03
8.70963589956061e+07	1.90823262664836e+04,-2.40959918878663e+03
8.91250938133725e+07	1.90423926999108e+04,-2.44795100562713e+03
9.12010839355889e+07	1.90011821476416e+04,-2.48625658154045e+03
9.33254300796970e+07	1.89586762705376e+04,-2.52447133416559e+03
9.54992586021414e+07	1.89148584378616e+04,-2.56254871974293e+03
9.77237220955788e+07	1.88697138901677e+04,-2.60044027742851e+03
9.99999999999977e+07	1.88232299045469e+04,-2.63809568683352e+03
1.02329299228073e+08	1.87753959611927e+04,-2.67546283950666e+03
1.04712854805088e+08	1.87262039101384e+04,-2.71248792500634e+03
1.07151930523758e+08	1.86756481369021e+04,-2.74911553212218e+03
1.09647819614316e+08	1.86237257256683e+04,-2.78528876570127e+03
1.12201845430194e+08	1.85704366185352e+04,-2.82094937941383e+03
1.14815362149686e+08	1.85157837692633e+04,-2.85603792465455e+03
1.17489755493950e+08	1.84597732898816e+04,-2.89049391562174e+03
1.20226443461738e+08	1.84024145884454e+04,-2.92425601044624e+03
1.23026877081235e+08	1.83437204961886e+04,-2.95726220805694e+03
1.25892541179414e+08	1.82837073822901e+04,-2.98945006027314e+03
1.28824955169310e+08	1.82223952544690e+04,-3.02075689840532e+03
1.31825673855638e+08	1.81598078436426e+04,-3.05112007343076e+03
1.34896288259162e+08	1.80959726709317e+04,-3.08047720858939e+03
1.38038426460285e+08	1.80309210953738e+04,-3.10876646302370e+03
1.41253754462272e+08	1.79646883408111e+04,-3.13592680486742e+03
1.44543977074589e+08	1.78973135005580e+04,-3.16189829197549e+03
1.47910838816817e+08	1.78288395186223e+04,-3.18662235828713e+03
1.51356124843617e+08	1.77593131464489e+04,-3.21004210362904e+03
1.54881661891244e+08	1.76887848743830e+04,-3.23210258460192e+03
1.58489319246108e+08	1.76173088373025e+04,-3.25275110405458e+03
