Freq.	V(vim)/I(V1)
1.69824365246172e+04	1.00000123599940e+04,1.42825748664763e+01
1.73780082874935e+04	1.00000128917184e+04,1.46152591458712e+01
1.77827941003890e+04	1.00000134485029e+04,1.49556926643044e+01
1.81970085860996e+04	1.00000140315285e+04,1.53040559266483e+01
1.86208713666284e+04	1.00000146420320e+04,1.56605336424102e+01
1.90546071796322e+04	1.00000152813086e+04,1.60253148236804e+01
1.94984459975802e+04	1.00000159507144e+04,1.63985928853630e+01
1.99526231496885e+04	1.00000166516693e+04,1.67805657477412e+01
2.04173794466950e+04	1.00000173856603e+04,1.71714359414337e+01
2.08929613085401e+04	1.00000181542446e+04,1.75714107147953e+01
2.13796208950220e+04	1.00000189590525e+04,1.79807021438216e+01
2.18776162394952e+04	1.00000198017914e+04,1.83995272446132e+01
2.23872113856831e+04	1.00000206842490e+04,1.88281080884615e+01
2.29086765276774e+04	1.00000216082974e+04,1.92666719196163e+01
2.34422881531989e+04	1.00000225758969e+04,1.97154512757974e+01
2.39883291901946e+04	1.00000235891001e+04,2.01746841115146e+01
2.45470891568500e+04	1.00000246500566e+04,2.06446139242618e+01
2.51188643150954e+04	1.00000257610171e+04,2.11254898836519e+01
2.57039578276883e+04	1.00000269243384e+04,2.16175669635612e+01
2.63026799189534e+04	1.00000281424886e+04,2.21211060773533e+01
2.69153480392688e+04	1.00000294180519e+04,2.26363742162552e+01
2.75422870333813e+04	1.00000307537345e+04,2.31636445909580e+01
2.81838293126441e+04	1.00000321523701e+04,2.37031967765181e+01
2.88403150312656e+04	1.00000336169259e+04,2.42553168606357e+01
2.95120922666634e+04	1.00000351505092e+04,2.48202975953899e+01
3.01995172040197e+04	1.00000367563736e+04,2.53984385525103e+01
3.09029543251354e+04	1.00000384379262e+04,2.59900462822683e+01
3.16227766016833e+04	1.00000401987345e+04,2.65954344760726e+01
3.23593656929623e+04	1.00000420425345e+04,2.72149241328540e+01
3.31131121482586e+04	1.00000439732382e+04,2.78488437293313e+01
3.38844156139197e+04	1.00000459949419e+04,2.84975293942443e+01
3.46736850452526e+04	1.00000481119351e+04,2.91613250866509e+01
3.54813389233570e+04	1.00000503287098e+04,2.98405827783808e+01
3.63078054770096e+04	1.00000526499694e+04,3.05356626407427e+01
3.71535229097167e+04	1.00000550806392e+04,3.12469332355868e+01
3.80189396320555e+04	1.00000576258770e+04,3.19747717108211e+01
3.89045144994275e+04	1.00000602910833e+04,3.27195640004881e+01
3.98107170553491e+04	1.00000630819137e+04,3.34817050295076e+01
4.07380277804107e+04	1.00000660042901e+04,3.42615989231946e+01
4.16869383470329e+04	1.00000690644141e+04,3.50596592216641e+01
4.26579518801586e+04	1.00000722687792e+04,3.58763090992368e+01
4.36515832240159e+04	1.00000756241856e+04,3.67119815889634e+01
4.46683592150956e+04	1.00000791377539e+04,3.75671198123869e+01
4.57088189614868e+04	1.00000828169406e+04,3.84421772146645e+01
4.67735141287191e+04	1.00000866695539e+04,3.93376178051763e+01
4.78630092322631e+04	1.00000907037701e+04,4.02539164037479e+01
4.89778819368439e+04	1.00000949281512e+04,4.11915588926191e+01
5.01187233627264e+04	1.00000993516632e+04,4.21510424742926e+01
5.12861383991357e+04	1.00001039836949e+04,4.31328759354008e+01
5.24807460249764e+04	1.00001088340778e+04,4.41375799167324e+01
5.37031796370244e+04	1.00001139131075e+04,4.51656871895613e+01
5.49540873857616e+04	1.00001192315649e+04,4.62177429384277e+01
5.62341325190340e+04	1.00001248007398e+04,4.72943050505212e+01
5.75439937337148e+04	1.00001306324545e+04,4.83959444118214e+01
5.88843655355580e+04	1.00001367390892e+04,4.95232452101542e+01
6.02559586074348e+04	1.00001431336080e+04,5.06768052453268e+01
6.16595001861472e+04	1.00001498295869e+04,5.18572362465063e+01
6.30957344480183e+04	1.00001568412424e+04,5.30651641970132e+01
6.45654229034645e+04	1.00001641834620e+04,5.43012296667036e+01
6.60693448007586e+04	1.00001718718358e+04,5.55660881521181e+01
6.76082975391971e+04	1.00001799226895e+04,5.68604104245804e+01
6.91830970918925e+04	1.00001883531196e+04,5.81848828864321e+01
7.07945784384127e+04	1.00001971810294e+04,5.95402079355957e+01
7.24435960074979e+04	1.00002064251676e+04,6.09271043386611e+01
7.41310241300906e+04	1.00002161051676e+04,6.23463076126967e+01
7.58577575029172e+04	1.00002262415902e+04,6.37985704159899e+01
7.76247116628679e+04	1.00002368559668e+04,6.52846629479290e+01
7.94328234724269e+04	1.00002479708455e+04,6.68053733582393e+01
8.12830516164086e+04	1.00002596098394e+04,6.83615081657972e+01
8.31763771102658e+04	1.00002717976766e+04,6.99538926872446e+01
8.51138038202363e+04	1.00002845602535e+04,7.15833714756379e+01
8.70963589956067e+04	1.00002979246896e+04,7.32508087693675e+01
8.91250938133731e+04	1.00003119193858e+04,7.49570889515891e+01
9.12010839355895e+04	1.00003265740847e+04,7.67031170204175e+01
9.33254300796976e+04	1.00003419199346e+04,7.84898190701348e+01
9.54992586021420e+04	1.00003579895557e+04,8.03181427836762e+01
9.77237220955795e+04	1.00003748171103e+04,8.21890579366569e+01
9.99999999999984e+04	1.00003924383752e+04,8.41035569132170e+01
1.02329299228074e+05	1.00004108908191e+04,8.60626552339608e+01
1.04712854805088e+05	1.00004302136821e+04,8.80673920962795e+01
1.07151930523759e+05	1.00004504480603e+04,9.01188309273491e+01
1.09647819614317e+05	1.00004716369935e+04,9.22180599501050e+01
1.12201845430195e+05	1.00004938255576e+04,9.43661927625007e+01
1.14815362149686e+05	1.00005170609612e+04,9.65643689303660e+01
1.17489755493951e+05	1.00005413926470e+04,9.88137545941863e+01
1.20226443461739e+05	1.00005668723980e+04,1.01115543090136e+02
1.23026877081236e+05	1.00005935544483e+04,1.03470955585700e+02
1.25892541179415e+05	1.00006214956001e+04,1.05881241730237e+02
1.28824955169311e+05	1.00006507553459e+04,1.08347680320832e+02
1.31825673855639e+05	1.00006813959960e+04,1.10871579983801e+02
1.34896288259163e+05	1.00007134828128e+04,1.13454279872236e+02
1.38038426460286e+05	1.00007470841517e+04,1.16097150379941e+02
1.41253754462273e+05	1.00007822716080e+04,1.18801593872180e+02
1.44543977074590e+05	1.00008191201714e+04,1.21569045433621e+02
1.47910838816818e+05	1.00008577083879e+04,1.24400973633872e+02
1.51356124843618e+05	1.00008981185295e+04,1.27298881311066e+02
1.54881661891246e+05	1.00009404367715e+04,1.30264306373873e+02
1.58489319246109e+05	1.00009847533795e+04,1.33298822622416e+02
1.62181009735890e+05	1.00010311629043e+04,1.36404040588523e+02
1.65958690743753e+05	1.00010797643867e+04,1.39581608395772e+02
1.69824365246172e+05	1.00011306615722e+04,1.42833212639802e+02
1.73780082874935e+05	1.00011839631361e+04,1.46160579289365e+02
1.77827941003889e+05	1.00012397829194e+04,1.49565474608616e+02
1.81970085860995e+05	1.00012982401758e+04,1.53049706101137e+02
1.86208713666284e+05	1.00013594598315e+04,1.56615123476203e+02
1.90546071796322e+05	1.00014235727568e+04,1.60263619637823e+02
1.94984459975801e+05	1.00014907160509e+04,1.63997131697080e+02
1.99526231496885e+05	1.00015610333415e+04,1.67817642008326e+02
2.04173794466949e+05	1.00016346750975e+04,1.71727179229777e+02
2.08929613085400e+05	1.00017117989582e+04,1.75727819409089e+02
2.13796208950220e+05	1.00017925700773e+04,1.79821687094482e+02
2.18776162394952e+05	1.00018771614850e+04,1.84010956472018e+02
2.23872113856830e+05	1.00019657544666e+04,1.88297852529622e+02
2.29086765276773e+05	1.00020585389601e+04,1.92684652248471e+02
2.34422881531988e+05	1.00021557139728e+04,1.97173685822375e+02
2.39883291901945e+05	1.00022574880188e+04,2.01767337905779e+02
2.45470891568499e+05	1.00023640795774e+04,2.06468048891049e+02
2.51188643150954e+05	1.00024757175739e+04,2.11278316215691e+02
2.57039578276882e+05	1.00025926418839e+04,2.16200695700185e+02
2.63026799189534e+05	1.00027151038627e+04,2.21237802917103e+02
2.69153480392687e+05	1.00028433668994e+04,2.26392314592217e+02
2.75422870333812e+05	1.00029777069997e+04,2.31666970038300e+02
2.81838293126440e+05	1.00031184133955e+04,2.37064572622323e+02
2.88403150312656e+05	1.00032657891857e+04,2.42587991266794e+02
2.95120922666633e+05	1.00034201520073e+04,2.48240161985956e+02
3.01995172040196e+05	1.00035818347398e+04,2.54024089457605e+02
3.09029543251354e+05	1.00037511862439e+04,2.59942848631275e+02
3.16227766016832e+05	1.00039285721363e+04,2.65999586373561e+02
3.23593656929623e+05	1.00041143756021e+04,2.72197523151361e+02
3.31131121482585e+05	1.00043089982471e+04,2.78539954753816e+02
3.38844156139197e+05	1.00045128609915e+04,2.85030254053752e+02
3.46736850452526e+05	1.00047264050071e+04,2.91671872809433e+02
3.54813389233569e+05	1.00049500927006e+04,2.98468343507434e+02
3.63078054770095e+05	1.00051844087438e+04,3.05423281247480e+02
3.71535229097166e+05	1.00054298611548e+04,3.12540385670085e+02
3.80189396320555e+05	1.00056869824311e+04,3.19823442927835e+02
3.89045144994274e+05	1.00059563307381e+04,3.27276327701204e+02
3.98107170553490e+05	1.00062384911548e+04,3.34903005259774e+02
4.07380277804106e+05	1.00065340769801e+04,3.42707533569752e+02
4.16869383470328e+05	1.00068437311020e+04,3.50694065448708e+02
4.26579518801585e+05	1.00071681274332e+04,3.58866850768465e+02
4.36515832240158e+05	1.00075079724156e+04,3.67230238707094e+02
4.46683592150955e+05	1.00078640065978e+04,3.75788680050993e+02
4.57088189614867e+05	1.00082370062878e+04,3.84546729548048e+02
4.67735141287190e+05	1.00086277852863e+04,3.93509048312914e+02
4.78630092322630e+05	1.00090371967016e+04,4.02680406285462e+02
4.89778819368438e+05	1.00094661348533e+04,4.12065684743506e+02
5.01187233627263e+05	1.00099155372664e+04,4.21669878870909e+02
5.12861383991356e+05	1.00103863867610e+04,4.31498100382267e+02
5.24807460249763e+05	1.00108797136426e+04,4.41555580205357e+02
5.37031796370243e+05	1.00113965979967e+04,4.51847671222609e+02
5.49540873857615e+05	1.00119381720940e+04,4.62379851072911e+02
5.62341325190339e+05	1.00125056229107e+04,4.73157725015083e+02
5.75439937337147e+05	1.00131001947693e+04,4.84187028854428e+02
5.88843655355579e+05	1.00137231921070e+04,4.95473631933818e+02
6.02559586074347e+05	1.00143759823761e+04,5.07023540190807e+02
6.16595001861471e+05	1.00150599990854e+04,5.18842899282347e+02
6.30957344480182e+05	1.00157767449872e+04,5.30937997778703e+02
6.45654229034644e+05	1.00165277954189e+04,5.43315270428232e+02
6.60693448007584e+05	1.00173148018072e+04,5.55981301494729e+02
6.76082975391970e+05	1.00181394953417e+04,5.68942828169076e+02
6.91830970918924e+05	1.00190036908286e+04,5.82206744056985e+02
7.07945784384125e+05	1.00199092907333e+04,5.95780102744611e+02
7.24435960074977e+05	1.00208582894215e+04,6.09670121443861e+02
7.41310241300904e+05	1.00218527776103e+04,6.23884184719204e+02
7.58577575029170e+05	1.00228949470399e+04,6.38429848297765e+02
7.76247116628678e+05	1.00239870953797e+04,6.53314842964486e+02
7.94328234724267e+05	1.00251316313789e+04,6.68547078544022e+02
8.12830516164085e+05	1.00263310802783e+04,6.84134647971030e+02
8.31763771102656e+05	1.00275880894964e+04,7.00085831450368e+02
8.51138038202361e+05	1.00289054346054e+04,7.16409100708579e+02
8.70963589956065e+05	1.00302860256143e+04,7.33113123337913e+02
8.91250938133729e+05	1.00317329135764e+04,7.50206767233922e+02
9.12010839355893e+05	1.00332492975401e+04,7.67699105127403e+02
9.33254300796974e+05	1.00348385318625e+04,7.85599419211266e+02
9.54992586021419e+05	1.00365041339086e+04,8.03917205862487e+02
9.77237220955793e+05	1.00382497921558e+04,8.22662180459046e+02
9.99999999999982e+05	1.00400793747312e+04,8.41844282291245e+02
1.02329299228074e+06	1.00419969384038e+04,8.61473679566397e+02
1.04712854805088e+06	1.00440067380617e+04,8.81560774505301e+02
1.07151930523759e+06	1.00461132367000e+04,9.02116208528358e+02
1.09647819614316e+06	1.00483211159530e+04,9.23150867528475e+02
1.12201845430194e+06	1.00506352872001e+04,9.44675887227193e+02
1.14815362149686e+06	1.00530609032829e+04,9.66702658609597e+02
1.17489755493951e+06	1.00556033708665e+04,9.89242833432685e+02
1.20226443461739e+06	1.00582683634877e+04,1.01230832980076e+03
1.23026877081236e+06	1.00610618353280e+04,1.03591133780030e+03
1.25892541179414e+06	1.00639900357571e+04,1.06006432518548e+03
1.28824955169311e+06	1.00670595246930e+04,1.08478004310392e+03
1.31825673855638e+06	1.00702771888283e+04,1.11007153185085e+03
1.34896288259163e+06	1.00736502587746e+04,1.13595212663782e+03
1.38038426460286e+06	1.00771863271828e+04,1.16243546336028e+03
1.41253754462273e+06	1.00808933678959e+04,1.18953548434584e+03
1.44543977074590e+06	1.00847797562015e+04,1.21726644406263e+03
1.47910838816818e+06	1.00888542902469e+04,1.24564291476441e+03
1.51356124843618e+06	1.00931262136930e+04,1.27467979204547e+03
1.54881661891245e+06	1.00976052396797e+04,1.30439230027535e+03
1.58489319246108e+06	1.01023015761862e+04,1.33479599787876e+03
1.62181009735890e+06	1.01072259528708e+04,1.36590678242213e+03
1.65958690743753e+06	1.01123896494847e+04,1.39774089546261e+03
1.69824365246171e+06	1.01178045259537e+04,1.43031492711002e+03
1.73780082874934e+06	1.01234830542354e+04,1.46364582024577e+03
1.77827941003889e+06	1.01294383520594e+04,1.49775087433537e+03
1.81970085860995e+06	1.01356842186694e+04,1.53264774876353e+03
1.86208713666283e+06	1.01422351726901e+04,1.56835446561151e+03
1.90546071796321e+06	1.01491064922516e+04,1.60488941178647e+03
1.94984459975801e+06	1.01563142575106e+04,1.64227134040122e+03
1.99526231496884e+06	1.01638753957159e+04,1.68051937129041e+03
2.04173794466949e+06	1.01718077289730e+04,1.71965299053459e+03
2.08929613085400e+06	1.01801300248751e+04,1.75969204884857e+03
2.13796208950219e+06	1.01888620501702e+04,1.80065675867222e+03
2.18776162394951e+06	1.01980246276490e+04,1.84256768978283e+03
2.23872113856830e+06	1.02076396964425e+04,1.88544576322599e+03
2.29086765276773e+06	1.02177303759299e+04,1.92931224333780e+03
2.34422881531988e+06	1.02283210334639e+04,1.97418872760408e+03
2.39883291901944e+06	1.02394373561306e+04,2.02009713407223e+03
2.45470891568498e+06	1.02511064267648e+04,2.06705968599806e+03
2.51188643150953e+06	1.02633568044535e+04,2.11509889337265e+03
2.57039578276881e+06	1.02762186097615e+04,2.16423753093346e+03
2.63026799189533e+06	1.02897236149168e+04,2.21449861221840e+03
2.69153480392686e+06	1.03039053392005e+04,2.26590535917115e+03
2.75422870333811e+06	1.03187991497779e+04,2.31848116675084e+03
2.81838293126440e+06	1.03344423682099e+04,2.37224956193795e+03
2.88403150312655e+06	1.03508743828752e+04,2.42723415646092e+03
2.95120922666633e+06	1.03681367675185e+04,2.48345859249441e+03
3.01995172040196e+06	1.03862734061289e+04,2.54094648049903e+03
3.09029543251353e+06	1.04053306243230e+04,2.59972132828411e+03
3.16227766016832e+06	1.04253573273788e+04,2.65980646027860e+03
3.23593656929622e+06	1.04464051450251e+04,2.72122492589055e+03
3.31131121482585e+06	1.04685285830377e+04,2.78399939572216e+03
3.38844156139196e+06	1.04917851816301e+04,2.84815204428491e+03
3.46736850452525e+06	1.05162356805459e+04,2.91370441772815e+03
3.54813389233568e+06	1.05419441906598e+04,2.98067728495365e+03
3.63078054770094e+06	1.05689783717804e+04,3.04909047033985e+03
3.71535229097165e+06	1.05974096161990e+04,3.11896266614180e+03
3.80189396320554e+06	1.06273132373640e+04,3.19031122246854e+03
3.89045144994273e+06	1.06587686628553e+04,3.26315191256897e+03
3.98107170553489e+06	1.06918596305974e+04,3.33749867098300e+03
4.07380277804105e+06	1.07266743869692e+04,3.41336330193932e+03
4.16869383470327e+06	1.07633058851461e+04,3.49075515520797e+03
4.26579518801584e+06	1.08018519816297e+04,3.56968076644934e+03
4.36515832240157e+06	1.08424156284892e+04,3.65014345894824e+03
4.46683592150954e+06	1.08851050583344e+04,3.73214290348767e+03
4.57088189614866e+06	1.09300339584746e+04,3.81567463301288e+03
4.67735141287189e+06	1.09773216300675e+04,3.90072950867183e+03
4.78630092322629e+06	1.10270931273319e+04,3.98729313380776e+03
4.89778819368436e+06	1.10794793710818e+04,4.07534521253794e+03
5.01187233627262e+06	1.11346172299246e+04,4.16485884970070e+03
5.12861383991355e+06	1.11926495614669e+04,4.25579978921076e+03
5.24807460249762e+06	1.12537252047641e+04,4.34812558825816e+03
5.37031796370242e+06	1.13179989140686e+04,4.44178472534784e+03
5.49540873857613e+06	1.13856312226535e+04,4.53671564093796e+03
5.62341325190338e+06	1.14567882241514e+04,4.63284571043434e+03
5.75439937337145e+06	1.15316412574641e+04,4.73009015057495e+03
5.88843655355577e+06	1.16103664798942e+04,4.82835086183701e+03
6.02559586074345e+06	1.16931443117808e+04,4.92751521146521e+03
6.16595001861470e+06	1.17801587346255e+04,5.02745476409857e+03
6.30957344480180e+06	1.18715964235610e+04,5.12802396980879e+03
6.45654229034642e+06	1.19676456941149e+04,5.22905882269373e+03
6.60693448007582e+06	1.20684952426766e+04,5.33037550702522e+03
6.76082975391968e+06	1.21743326600059e+04,5.43176905234474e+03
6.91830970918922e+06	1.22853426976833e+04,5.53301202382961e+03
7.07945784384123e+06	1.24017052687614e+04,5.63385327968103e+03
7.24435960074975e+06	1.25235931662257e+04,5.73401683314359e+03
7.41310241300902e+06	1.26511694864134e+04,5.83320086293767e+03
7.58577575029168e+06	1.27845847494778e+04,5.93107692219695e+03
7.76247116628676e+06	1.29239737155267e+04,6.02728940221609e+03
7.94328234724265e+06	1.30694519033829e+04,6.12145531311392e+03
8.12830516164082e+06	1.32211118291565e+04,6.21316444851318e+03
8.31763771102654e+06	1.33790189940463e+04,6.30198000505303e+03
8.51138038202359e+06	1.35432076649837e+04,6.38743972943482e+03
8.70963589956062e+06	1.37136765077310e+04,6.46905766513859e+03
8.91250938133727e+06	1.38903841495450e+04,6.54632656728454e+03
9.12010839355890e+06	1.40732447669946e+04,6.61872104669255e+03
9.33254300796971e+06	1.42621238132551e+04,6.68570149240706e+03
9.54992586021416e+06	1.44568340172410e+04,6.74671880530801e+03
9.77237220955790e+06	1.46571318030846e+04,6.80121995361747e+03
9.99999999999979e+06	1.48627142913551e+04,6.84865433410472e+03
1.02329299228073e+07	1.50732170515107e+04,6.88848089091767e+03
1.04712854805088e+07	1.52882127768164e+04,6.92017590798961e+03
1.07151930523758e+07	1.55072110468543e+04,6.94324135213824e+03
1.09647819614316e+07	1.57296593275261e+04,6.95721360404954e+03
1.12201845430194e+07	1.59549453332396e+04,6.96167237555833e+03
1.14815362149686e+07	1.61824008404885e+04,6.95624957662813e+03
1.17489755493950e+07	1.64113069967166e+04,6.94063786705398e+03
1.20226443461739e+07	1.66409011144940e+04,6.91459860903975e+03
1.23026877081236e+07	1.68703848807972e+04,6.87796893006392e+03
1.25892541179414e+07	1.70989338475998e+04,6.83066761292572e+03
1.28824955169311e+07	1.73257080067612e+04,6.77269955280984e+03
1.31825673855638e+07	1.75498631935149e+04,6.70415855979908e+03
1.34896288259162e+07	1.77705630129509e+04,6.62522833844939e+03
1.38038426460286e+07	1.79869909467423e+04,6.53618154149966e+03
1.41253754462272e+07	1.81983622762332e+04,6.43737686903372e+03
1.44543977074590e+07	1.84039354550714e+04,6.32925426303372e+03
1.47910838816818e+07	1.86030225806812e+04,6.21232832529731e+03
1.51356124843618e+07	1.87949986483869e+04,6.08718015905900e+03
1.54881661891245e+07	1.89793093228055e+04,5.95444789665486e+03
1.58489319246108e+07	1.91554770248593e+04,5.81481622330555e+03
1.62181009735889e+07	1.93231052050856e+04,5.66900523784465e+03
1.65958690743752e+07	1.94818807499863e+04,5.51775900365399e+03
1.69824365246171e+07	1.96315745430615e+04,5.36183413730596e+03
1.73780082874934e+07	1.97720402713668e+04,5.20198875993616e+03
1.77827941003888e+07	1.99032116281740e+04,5.03897209978220e+03
1.81970085860994e+07	2.00250981098342e+04,4.87351498703621e+03
1.86208713666283e+07	2.01377796386653e+04,4.70632142799930e+03
1.90546071796321e+07	2.02414002631657e+04,4.53806138837887e+03
1.94984459975800e+07	2.03361611927069e+04,4.36936485903716e+03
1.99526231496884e+07	2.04223134175212e+04,4.20081722465107e+03
2.04173794466948e+07	2.05001501483420e+04,4.03295590894971e+03
2.08929613085399e+07	2.05699992858477e+04,3.86626823106073e+03
2.13796208950219e+07	2.06322161006061e+04,3.70119037686142e+03
2.18776162394950e+07	2.06871762718913e+04,3.53810736726180e+03
2.23872113856829e+07	2.07352694006556e+04,3.37735389164513e+03
2.29086765276772e+07	2.07768930798605e+04,3.21921586844140e+03
2.34422881531987e+07	2.08124475756342e+04,3.06393259492213e+03
2.39883291901944e+07	2.08423311462740e+04,2.91169935355254e+03
2.45470891568498e+07	2.08669360035040e+04,2.76267035136560e+03
2.51188643150952e+07	2.08866449018574e+04,2.61696188064017e+03
2.57039578276881e+07	2.09018283275418e+04,2.47465560260384e+03
2.63026799189532e+07	2.09128422474210e+04,2.33580187003001e+03
2.69153480392686e+07	2.09200263714417e+04,2.20042301872382e+03
2.75422870333811e+07	2.09237028774904e+04,2.06851657143254e+03
2.81838293126439e+07	2.09241755457990e+04,1.94005831027245e+03
2.88403150312654e+07	2.09217292501488e+04,1.81500518508128e+03
2.95120922666632e+07	2.09166297547843e+04,1.69329803504292e+03
3.01995172040195e+07	2.09091237687466e+04,1.57486410944740e+03
3.09029543251352e+07	2.08994392128966e+04,1.45961938057185e+03
3.16227766016831e+07	2.08877856589351e+04,1.34747064747649e+03
3.23593656929621e+07	2.08743549039880e+04,1.23831743411694e+03
3.31131121482584e+07	2.08593216486249e+04,1.13205368871172e+03
3.38844156139195e+07	2.08428442503710e+04,1.02856929390997e+03
3.46736850452524e+07	2.08250655287544e+04,9.27751399120323e+02
3.54813389233568e+07	2.08061136016358e+04,8.29485587516126e+02
3.63078054770093e+07	2.07861027359492e+04,7.33656890850052e+02
3.71535229097164e+07	2.07651341990280e+04,6.40150665398487e+02
3.80189396320553e+07	2.07432970993866e+04,5.48853342211063e+02
3.89045144994272e+07	2.07206692081980e+04,4.59653064443650e+02
3.98107170553488e+07	2.06973177547500e+04,3.72440223973821e+02
4.07380277804104e+07	2.06733001909208e+04,2.87107908793433e+02
4.16869383470326e+07	2.06486649211945e+04,2.03552271889095e+02
4.26579518801583e+07	2.06234519959838e+04,1.21672831495802e+02
4.36515832240156e+07	2.05976937670505e+04,4.13727117694614e+01
4.46683592150953e+07	2.05714155046598e+04,-3.74411679067583e+01
4.57088189614865e+07	2.05446359767759e+04,-1.14857947574559e+02
4.67735141287188e+07	2.05173679911468e+04,-1.90962718674321e+02
4.78630092322628e+07	2.04896189015416e+04,-2.65836447432388e+02
4.89778819368435e+07	2.04613910797195e+04,-3.39555924434363e+02
5.01187233627261e+07	2.04326823549427e+04,-4.12193735788017e+02
5.12861383991353e+07	2.04034864230058e+04,-4.83818251860705e+02
5.24807460249761e+07	2.03737932268600e+04,-5.54493630108223e+02
5.37031796370241e+07	2.03435893109663e+04,-6.24279828997179e+02
5.49540873857612e+07	2.03128581515323e+04,-6.93232630463268e+02
5.62341325190336e+07	2.02815804647751e+04,-7.61403668746913e+02
5.75439937337144e+07	2.02497344953196e+04,-8.28840463807953e+02
5.88843655355576e+07	2.02172962867855e+04,-8.95586457846607e+02
6.02559586074344e+07	2.01842399365477e+04,-9.61681053750999e+02
6.16595001861468e+07	2.01505378365766e+04,-1.02715965455625e+03
6.30957344480179e+07	2.01161609021737e+04,-1.09205370323843e+03
6.45654229034641e+07	2.00810787903218e+04,-1.15639072238209e+03
6.60693448007581e+07	2.00452601092703e+04,-1.22019435345428e+03
6.76082975391967e+07	2.00086726208672e+04,-1.28348439559406e+03
6.91830970918921e+07	1.99712834370436e+04,-1.34627684398511e+03
7.07945784384122e+07	1.99330592117404e+04,-1.40858392802334e+03
7.24435960074974e+07	1.98939663294549e+04,-1.47041414962110e+03
7.41310241300901e+07	1.98539710914648e+04,-1.53177232210727e+03
7.58577575029167e+07	1.98130399006646e+04,-1.59265961028766e+03
7.76247116628674e+07	1.97711394458270e+04,-1.65307357232426e+03
7.94328234724264e+07	1.97282368859734e+04,-1.71300820417497e+03
8.12830516164081e+07	1.96843000354020e+04,-1.77245398740691e+03
8.31763771102652e+07	1.96392975497939e+04,-1.83139794125759e+03
8.51138038202357e+07	1.95931991136698e+04,-1.88982367986708e+03
8.70963589956061e+07	1.95459756293358e+04,-1.94771147564170e+03
8.91250938133725e+07	1.94975994073037e+04,-2.00503832973420e+03
9.12010839355889e+07	1.94480443580258e+04,-2.06177805063645e+03
9.33254300796970e+07	1.93972861846327e+04,-2.11790134187768e+03
9.54992586021414e+07	1.93453025762084e+04,-2.17337589980271e+03
9.77237220955788e+07	1.92920734009844e+04,-2.22816652237054e+03
9.99999999999977e+07	1.92375808986817e+04,-2.28223522986220e+03
1.02329299228073e+08	1.91818098710812e+04,-2.33554139831794e+03
1.04712854805088e+08	1.91247478697550e+04,-2.38804190643678e+03
1.07151930523758e+08	1.90663853797532e+04,-2.43969129656541e+03
1.09647819614316e+08	1.90067159979104e+04,-2.49044195027892e+03
1.12201845430194e+08	1.89457366043167e+04,-2.54024427891235e+03
1.14815362149686e+08	1.88834475253906e+04,-2.58904692924025e+03
1.17489755493950e+08	1.88198526869049e+04,-2.63679700432256e+03
1.20226443461738e+08	1.87549597552436e+04,-2.68344029933970e+03
1.23026877081235e+08	1.86887802651237e+04,-2.72892155203043e+03
1.25892541179414e+08	1.86213297319882e+04,-2.77318470712436e+03
1.28824955169310e+08	1.85526277472847e+04,-2.81617319392989e+03
1.31825673855638e+08	1.84826980548743e+04,-2.85783021600172e+03
1.34896288259162e+08	1.84115686068809e+04,-2.89809905157198e+03
1.38038426460285e+08	1.83392715973877e+04,-2.93692336319181e+03
1.41253754462272e+08	1.82658434725169e+04,-2.97424751479809e+03
1.44543977074589e+08	1.81913249155913e+04,-3.01001689419945e+03
1.47910838816817e+08	1.81157608062734e+04,-3.04417823877032e+03
1.51356124843617e+08	1.80392001528022e+04,-3.07667996195783e+03
1.54881661891244e+08	1.79616959967044e+04,-3.10747247804691e+03
1.58489319246108e+08	1.78833052896399e+04,-3.13650852250120e+03
1.62181009735889e+08	1.78040887423408e+04,-3.16374346510270e+03
1.65958690743752e+08	1.77241106459314e+04,-3.18913561305786e+03
1.69824365246170e+08	1.76434386662424e+04,-3.21264650122392e+03
1.73780082874933e+08	1.75621436120800e+04,-3.23424116663862e+03
1.77827941003888e+08	1.74802991787451e+04,-3.25388840461251e+03
1.81970085860994e+08	1.73979816684362e+04,-3.27156100376334e+03
1.86208713666282e+08	1.73152696894870e+04,-3.28723595753945e+03
1.90546071796320e+08	1.72322438366921e+04,-3.30089464998847e+03
1.94984459975800e+08	1.71489863552494e+04,-3.31252301377948e+03
1.99526231496883e+08	1.70655807910853e+04,-3.32211165877452e+03
2.04173794466948e+08	1.69821116305386e+04,-3.32965596976643e+03
2.08929613085399e+08	1.68986639325351e+04,-3.33515617234711e+03
2.13796208950218e+08	1.68153229565021e+04,-3.33861736623820e+03
2.18776162394950e+08	1.67321737893352e+04,-3.34004952579733e+03
2.23872113856829e+08	1.66493009747487e+04,-3.33946746780028e+03
2.29086765276772e+08	1.65667881482990e+04,-3.33689078698539e+03
2.34422881531987e+08	1.64847176812878e+04,-3.33234376022349e+03
2.39883291901943e+08	1.64031703366161e+04,-3.32585522053783e+03
2.45470891568497e+08	1.63222249394786e+04,-3.31745840253681e+03
2.51188643150952e+08	1.62419580655681e+04,-3.30719076113153e+03
2.57039578276880e+08	1.61624437492030e+04,-3.29509376568582e+03
2.63026799189532e+08	1.60837532135005e+04,-3.28121267198291e+03
2.69153480392685e+08	1.60059546244111e+04,-3.26559627458762e+03
